"['Samsung', 'Galaxy', 'S20+', 'Dual', 'SIM', '128', 'GB', 'cloud', 'blue', '8', 'GB', 'RAM']",3.299,https://www.mercadolivre.com.br/samsung-galaxy-s20-dual-sim-128-gb-cloud-blue-8-gb-ram/p/MLB15482177?pdp_filters=category:MLB1055#searchVariation=MLB15482177&position=1&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
"['Xiaomi', 'Redmi', 'Note', '9S', 'Dual', 'SIM', '128', 'GB', 'azul', '4', 'GB', 'RAM']",142,https://www.mercadolivre.com.br/xiaomi-redmi-note-9s-dual-sim-128-gb-azul-4-gb-ram/p/MLB16599214?pdp_filters=category:MLB1055#searchVariation=MLB16599214&position=2&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
"['Xiaomi', 'Poco', 'X3', 'NFC', 'Dual', 'SIM', '128', 'GB', 'cobalt', 'blue', '6', 'GB', 'RAM']",161,https://www.mercadolivre.com.br/xiaomi-poco-x3-nfc-dual-sim-128-gb-cobalt-blue-6-gb-ram/p/MLB16163951?pdp_filters=category:MLB1055#searchVariation=MLB16163951&position=3&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
"['Xiaomi', 'Redmi', 'Note', '9', 'Dual', 'SIM', '128', 'GB', 'verde-floresta', '4', 'GB', 'RAM']",119,https://www.mercadolivre.com.br/xiaomi-redmi-note-9-dual-sim-128-gb-verde-floresta-4-gb-ram/p/MLB15793962?pdp_filters=category:MLB1055#searchVariation=MLB15793962&position=4&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
"['Asus', 'ZenFone', 'Max', 'Shot', 'ZB634KL', 'Dual', 'SIM', '64', 'GB', 'vermelho', '4', 'GB', 'RAM']",83,https://www.mercadolivre.com.br/asus-zenfone-max-shot-zb634kl-dual-sim-64-gb-vermelho-4-gb-ram/p/MLB14690366?pdp_filters=category:MLB1055#searchVariation=MLB14690366&position=5&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
"['Samsung', 'Galaxy', 'A21s', 'Dual', 'SIM', '64', 'GB', 'preto', '4', 'GB', 'RAM']",119,https://www.mercadolivre.com.br/samsung-galaxy-a21s-dual-sim-64-gb-preto-4-gb-ram/p/MLB15960724?pdp_filters=category:MLB1055#searchVariation=MLB15960724&position=6&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
"['Samsung', 'Galaxy', 'A10s', 'Dual', 'SIM', '32', 'GB', 'azul', '2', 'GB', 'RAM']",69,https://www.mercadolivre.com.br/samsung-galaxy-a10s-dual-sim-32-gb-azul-2-gb-ram/p/MLB15157296?pdp_filters=category:MLB1055#searchVariation=MLB15157296&position=7&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
"['Xiaomi', 'Redmi', '9', '(Global)', 'Dual', 'SIM', '32', 'GB', 'ocean', 'green', '3', 'GB', 'RAM']",79,https://www.mercadolivre.com.br/xiaomi-redmi-9-global-dual-sim-32-gb-ocean-green-3-gb-ram/p/MLB15949978?pdp_filters=category:MLB1055#searchVariation=MLB15949978&position=8&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
"['Xiaomi', 'Redmi', '9', '(Global)', 'Dual', 'SIM', '64', 'GB', 'carbon', 'grey', '4', 'GB', 'RAM']",93,https://www.mercadolivre.com.br/xiaomi-redmi-9-global-dual-sim-64-gb-carbon-grey-4-gb-ram/p/MLB15949974?pdp_filters=category:MLB1055#searchVariation=MLB15949974&position=9&type=product&tracking_id=3af76295-3672-455c-93f7-9e7ce1123b23
iPhone 11 128 GB Preto,4.999,https://www.mercadolivre.com.br/iphone-11-128-gb-preto/p/MLB15149567?pdp_filters=category:MLB1055#searchVariation=MLB15149567&position=1&type=product&tracking_id=7c09d798-cb7f-4b4d-ad7f-081cc4487006
Samsung Galaxy A21s Dual SIM 64 GB preto 4 GB RAM,119,https://www.mercadolivre.com.br/samsung-galaxy-a21s-dual-sim-64-gb-preto-4-gb-ram/p/MLB15960724?pdp_filters=category:MLB1055#searchVariation=MLB15960724&position=2&type=product&tracking_id=7c09d798-cb7f-4b4d-ad7f-081cc4487006
Samsung Galaxy A10s Dual SIM 32 GB  azul 2 GB RAM,69,https://www.mercadolivre.com.br/samsung-galaxy-a10s-dual-sim-32-gb-azul-2-gb-ram/p/MLB15157296?pdp_filters=category:MLB1055#searchVariation=MLB15157296&position=3&type=product&tracking_id=7c09d798-cb7f-4b4d-ad7f-081cc4487006
Samsung Galaxy A31 Dual SIM 128 GB  prism crush black 4 GB RAM,125,https://www.mercadolivre.com.br/samsung-galaxy-a31-dual-sim-128-gb-prism-crush-black-4-gb-ram/p/MLB15809302?pdp_filters=category:MLB1055#searchVariation=MLB15809302&position=4&type=product&tracking_id=7c09d798-cb7f-4b4d-ad7f-081cc4487006
LG K41S Dual SIM 32 GB  titânio 3 GB RAM,899,https://www.mercadolivre.com.br/lg-k41s-dual-sim-32-gb-titnio-3-gb-ram/p/MLB15808246?pdp_filters=category:MLB1055#searchVariation=MLB15808246&position=5&type=product&tracking_id=7c09d798-cb7f-4b4d-ad7f-081cc4487006
Samsung Galaxy M31 Dual SIM 128 GB  preto 6 GB RAM,1.699,https://www.mercadolivre.com.br/samsung-galaxy-m31-dual-sim-128-gb-preto-6-gb-ram/p/MLB15591542?pdp_filters=category:MLB1055#searchVariation=MLB15591542&position=6&type=product&tracking_id=7c09d798-cb7f-4b4d-ad7f-081cc4487006
iPhone 11 128 GB Preto,4.999,https://www.mercadolivre.com.br/iphone-11-128-gb-preto/p/MLB15149567?pdp_filters=category:MLB1055#searchVariation=MLB15149567&position=1&type=product&tracking_id=572515a4-525d-4c31-985e-0a30ee08e19f
Samsung Galaxy S20+ Dual SIM 128 GB  cloud blue 8 GB RAM,3.299,https://www.mercadolivre.com.br/samsung-galaxy-s20-dual-sim-128-gb-cloud-blue-8-gb-ram/p/MLB15482177?pdp_filters=category:MLB1055#searchVariation=MLB15482177&position=2&type=product&tracking_id=572515a4-525d-4c31-985e-0a30ee08e19f
Samsung Galaxy M21s Dual SIM 64 GB  azul 4 GB RAM,1.399,https://www.mercadolivre.com.br/samsung-galaxy-m21s-dual-sim-64-gb-azul-4-gb-ram/p/MLB16523216?pdp_filters=category:MLB1055#searchVariation=MLB16523216&position=3&type=product&tracking_id=572515a4-525d-4c31-985e-0a30ee08e19f
Asus ZenFone Max Shot ZB634KL Dual SIM 64 GB  vermelho 4 GB RAM,83,https://www.mercadolivre.com.br/asus-zenfone-max-shot-zb634kl-dual-sim-64-gb-vermelho-4-gb-ram/p/MLB14690366?pdp_filters=category:MLB1055#searchVariation=MLB14690366&position=4&type=product&tracking_id=572515a4-525d-4c31-985e-0a30ee08e19f
LG K22 Dual SIM 32 GB  red 2 GB RAM,681,https://www.mercadolivre.com.br/lg-k22-dual-sim-32-gb-red-2-gb-ram/p/MLB16217283?pdp_filters=category:MLB1055#searchVariation=MLB16217283&position=5&type=product&tracking_id=572515a4-525d-4c31-985e-0a30ee08e19f
Samsung Galaxy A01 Core Dual SIM 32 GB  vermelho 2 GB RAM,51,https://www.mercadolivre.com.br/samsung-galaxy-a01-core-dual-sim-32-gb-vermelho-2-gb-ram/p/MLB16107491?pdp_filters=category:MLB1055#searchVariation=MLB16107491&position=6&type=product&tracking_id=572515a4-525d-4c31-985e-0a30ee08e19f
Xiaomi Redmi Note 8 Dual SIM 64 GB neptune blue 4 GB RAM,104,https://www.mercadolivre.com.br/xiaomi-redmi-note-8-dual-sim-64-gb-neptune-blue-4-gb-ram/p/MLB15188554?pdp_filters=category:MLB1055#searchVariation=MLB15188554&position=7&type=product&tracking_id=572515a4-525d-4c31-985e-0a30ee08e19f
"Smartphone LG K52 4g Tela 6,59 64 Gb 3gb Ram Cinza",1.099,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=9%2FXztc9bs%2F8UKSd3dFaUZAksX3YNRTiBMvZ8wtNePe92Onf%2Bpt%2BOSkTmXrnFTyAVWL5dBScQTmAzzGxZqvPgy1Ffw%2Fv7w099qkJKx%2BKAltcMnixVg%2BWi0K20xOH7CjPisx%2F%2F9fDUyko6bZegfz8gq9OxoEBbmSogUf6I2y%2FfzT8tqvspTgH%2FggCDVEUSl%2BcvFRrc1KEIcWSAWc7CWtWaSGk8f%2FZstlai5zriZQLorozrNfyiUiC%2BryyuwnuVI16CMTmeYs7wHUpOoKh70eFJWcV3lmetrUZg7OLgpM1NrwN9SykYcnRMb5UqlSMzvHRZQ44INUypsT09CfXzob%2Fi1yCdt2ksrj73Mzcb2Iebuh5w%2F6rtN0DGZobo0%2Bhats6wmaVUIwlzHZJIIGaVVXCdJVUKJyK1Ppu%2FVUN%2B4ru4rOxNdIVl%2BA%2BRaMD8lL0IT5CRKm7BJN5lvw3RxMKWWmM52%2BJcVh3e0mpOmtwARvCf%2FrtlQN4MmwaGqza9CJyorkBpLhytd0tab5ETN%2BHJtEXlYvQtnK7Zkt%2FCX1%2BBU1HiPRk%2FUVAx0FNkzKNQg4%2FcocEasjkKNChs8JBzEyJI6LOt50by7XZtipbGA67eDlHNMvjc8cFYIpnWzajd%2FRUK5ATvCK7%2BI8DwU5TrKfITLGFvYHn6Bf4lyuEv3v0itEraWU9FB8D8aO3iL0wSyuEIr0dFw3CykqgaU8DZEu50s2tNg5QtYA0KhgOZmwAI9mn38aHjPszyYw%2BjekQZV5EuSGpyHXCzL%2B3QGb8nMtF%2FtQJuaHt5uUYusLBGPtW6kdl1q0VJcwPMMd4ratEz3Zgq1JRAVJly3JayYiEJjn6a7WCQmllWNNtzgb8bG3W4rIuGC4VCZ9QCVEyjPfdvPRIsy%2FiOJJrgka2%2FGr9qLKn1akGZGU2YCqMyraao9RNEylcoWEyzqcwu3UxBupBWsQgolqNWe5bsVts%2FUU9G1%2FyyXW0rrQmlLcKv%2FvvDKeI8dAPPTRriHMVHNdaNTlnxqyw9XzLf6I7KX63mwWvvZeZ%2FZ6V7TqVI3ToBGk87Duv4VGS%2FEmW1LedI8MLGyej0%2B0eh5nLbvKkbrt6a9GlRCigPI0IGbwHzzf9qcAw7KUepMTOr16e6FT8BiP2%2FZi3uUp9Ur8nmvGX2iDiyevbgiGLxSz8pJBgJqKwqvrXOD8QS4rc8fEw32ejHHvt27JVrlskxW39D0y8ujJkGzRjrYTbK7qMliAAeZG2tWjiDUdHAxTE4pmVYvgT1FM8XF9FYCVMqjQRAKvWJF%2BNaPZBYzicoSvlJLOHqV%2BCn8nttptUGGYz0H2FZhjo8N4cTrpiCfScXm4Qj0U0EPelvCGMFg%2FfJFzm1kaRaSxF%2BYaziP8hyRIJQUA4sr%2Bm1VX2MlAeLRPReP3py9D2mglFaEKPsra0U0njIxFh%2BrMhWPos2bm5tMS65AoTnwibB8SIK
"Smartphone LG K52 4g Tela 6,59 64 Gb 3gb Ram Vermelho",1.099,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2F2wpDvkK68KXHUjaYFaJ6ld6wSOiz3%2B7sqAZGyYI1jwo8p41uZ25udpYJ6yt0wBeJGL0MlxTN0V6e3Pu2BxkvjTCLzaJWeswp9GcbogoVYp0v8FSKU0GWdnooeFBuDi%2F7TgZzVQJ1JVIHxY9si0Z%2FLT0h4DG7xwUP9eaX8YoHNCz1ZRTJQ%2Bdm8QbSAMe24a6EwQbttS18kEXZNuY4CtRxPMFYnJc8ihISFfxUJXYnP6DtjU3IMb7E6CuNfa%2BKgdJXWghJjGKTvlPkgUBYerGkqHzB9%2BfMSGXWD3bCoGMuZdD16R%2BMGSxqyNSE5DgQ09UY%2FwzRlpy0QT8YhWqz2HsoduGWiG8IRuL9WUIdFmWgqTLwJ7ZQO6xNUEKJpIn5Fy4WZ9lCtWDxeAQvhNfxAFbwiiVsnTjEkk7zydqS7Xdw3ovzCW1cGICebVA3o0XYg8Woq2%2Bz67CwEuSZZyhs9YP3Rf88qRwR%2Fyy%2Fyo54e8owQBvI9R6dD%2BSlzTmLW9d3XMPr87fK4Z7woMqbHC5hC3PTlAbE24q6DfCQ4o%2FpHPh2Gkpb55uPyLruwhSNpgKXOYOL6IggvFjfqbZORRYb5rq0O%2F0nAfytNuRO2ZQWxCur2CzwuPr3TVJF4eNxvgdnjZvCOj7sB%2BkwWgKzpkMPcqrWuOlfAaxcMSsXkRcYlOeJXT%2B4e4p42JU8jOub4Tqxxz3KPVaH8TK76UWhA%2BvUtZuYpuZAWQNWRrRjB8e3jqai2PzDJsTmwjuAS%2FIzIs%2FvI2nGlcE5ItIpebR4A5XJRHLr4clmAvFkA8rV7OQBlwDcrhVdQ2I4a7tnFK29CRoDZhhQutFlZgwim%2BRbIWan7tqf2BeYyC27IGwsuBLqSsEYjsQ64d4pMoqZzgH95gDQIncPG8Ls8tyqlj2URL0Ci0HZslsZ94SfrDzaJguffDDcV0kf%2BrYYokC3vr40OFw2VHIckUn06x4BWdelhLcuS%2B03buRdUz2Wb%2BK5B68u2s5MQWeUBmDebaOshUJ9NfD6BXupW%2Be7z3xtdBko%2F0G6dmtSiCNxkYZX2sd7Q%2BpYN%2BirBP%2FAxGlNesjd8qJGsybKDJWuY5FlNpOgb41ErVIe9JaYZ3zhMmYWilMs%2F03CJqI6xqau9Z9D%2FBPSfbTyR%2Bk5it3frFrfG%2F27wLSCQsKPgoCyoM4ZVWzr6uE47A74eSQGvvL1xY%2F%2B%2B9PZfa9AXqfq3AqHU4p2vcz3NjWA8XagZ%2B1er1Oz0teaPutpWX7nRhGCrVVMmnxkiEtIWVZwS2iOs3%2Fh20BKijDCELBRWEu3Xv6%2FxpKqtC0HBd6uou68e4QLr3WSCNpPNh8%2FY59HN6fpc08IlUxvEHbMY6E7z5hf2Bn0jTVBkoxKC5K5w6LRoXxTyopFLInItWFm7R3%2FNrqD8%2FXF3NO6ngFdfyLRG7mRNC0YMbHLfQj8hEDqsuIQJ%2FfTrseiarF00EN6r95
iPhone 11 128 GB Preto,5.506,https://www.mercadolivre.com.br/iphone-11-128-gb-preto/p/MLB15149567?pdp_filters=category:MLB1055#searchVariation=MLB15149567&position=1&type=product&tracking_id=6c24a9ea-cb3d-44aa-86eb-398e0a7792cc
Samsung Galaxy A21s Dual SIM 64 GB preto 4 GB RAM,1.430,https://www.mercadolivre.com.br/samsung-galaxy-a21s-dual-sim-64-gb-preto-4-gb-ram/p/MLB15960724?pdp_filters=category:MLB1055#searchVariation=MLB15960724&position=2&type=product&tracking_id=6c24a9ea-cb3d-44aa-86eb-398e0a7792cc
Samsung Galaxy A10s Dual SIM 32 GB  azul 2 GB RAM,838,https://www.mercadolivre.com.br/samsung-galaxy-a10s-dual-sim-32-gb-azul-2-gb-ram/p/MLB15157296?pdp_filters=category:MLB1055#searchVariation=MLB15157296&position=3&type=product&tracking_id=6c24a9ea-cb3d-44aa-86eb-398e0a7792cc
Samsung Galaxy A31 Dual SIM 128 GB  prism crush black 4 GB RAM,1.509,https://www.mercadolivre.com.br/samsung-galaxy-a31-dual-sim-128-gb-prism-crush-black-4-gb-ram/p/MLB15809302?pdp_filters=category:MLB1055#searchVariation=MLB15809302&position=4&type=product&tracking_id=6c24a9ea-cb3d-44aa-86eb-398e0a7792cc
LG K41S Dual SIM 32 GB  titânio 3 GB RAM,1.099,https://www.mercadolivre.com.br/lg-k41s-dual-sim-32-gb-titnio-3-gb-ram/p/MLB15808246?pdp_filters=category:MLB1055#searchVariation=MLB15808246&position=5&type=product&tracking_id=6c24a9ea-cb3d-44aa-86eb-398e0a7792cc
Samsung Galaxy M31 Dual SIM 128 GB  preto 6 GB RAM,1.999,https://www.mercadolivre.com.br/samsung-galaxy-m31-dual-sim-128-gb-preto-6-gb-ram/p/MLB15591542?pdp_filters=category:MLB1055#searchVariation=MLB15591542&position=6&type=product&tracking_id=6c24a9ea-cb3d-44aa-86eb-398e0a7792cc
Asus ZenFone Max Shot ZB634KL Dual SIM 64 GB  vermelho 4 GB RAM,999,https://www.mercadolivre.com.br/asus-zenfone-max-shot-zb634kl-dual-sim-64-gb-vermelho-4-gb-ram/p/MLB14690366?pdp_filters=category:MLB1055#searchVariation=MLB14690366&position=7&type=product&tracking_id=6c24a9ea-cb3d-44aa-86eb-398e0a7792cc
